SYMBOL,NAME,EXCHANGE,CATEGORY NAME,CATEGORY NUMBER
AMCO,"ARMCO METALS HOLDINGS, INC",ASE,BASIC MATERIALS WHOLESALE,758
GLP,GLOBAL PARTNERS LP,NYQ,BASIC MATERIALS WHOLESALE,758
ERS,EMPIRE RESOURCES INC.,NCM,BASIC MATERIALS WHOLESALE,758
MALA.PA,"SOCIETE DES PRODUITS MARNIER LAPOSTOLLE SOCIÉTÉ ANONYME
",PAR,BEVERAGES - BREWERS,346
BEZ3.DU,BERENTZEN VZ,DUS,BEVERAGES - BREWERS,346
BRB.TO,BRICK BREWING CO. LTD.,TOR,BEVERAGES - BREWERS,346
LBR.MU,CUSTODIA HOLDING,MUN,BEVERAGES - BREWERS,346
BUD,ANHEUSER-BUSCH INBEV SA/NV,NYQ,BEVERAGES - BREWERS,346
LBR.F,,FRA,BEVERAGES - BREWERS,346
TAP,MOLSON COORS BREWING COMPANY,NYQ,BEVERAGES - BREWERS,346
VCO,VINA CONCHA Y TORO S.A.,NYQ,BEVERAGES - BREWERS,346
ABEV3.SA,AMBEV S.A.,SAO,BEVERAGES - BREWERS,346
LPE.PA,GROUPE LAURENT-PERRIER,PAR,BEVERAGES - BREWERS,346
SAM,BOSTON BEER CO. INC.,NYQ,BEVERAGES - BREWERS,346
UBHOLDING.NS,UNITED BREWERIES (HOLDINGS) LIMITED,NSI,BEVERAGES - BREWERS,346
RADICO.BO,RADICO KHAITAN LTD.,BSE,BEVERAGES - BREWERS,346
ABW.BE,ASAHI GROUP HD,BER,BEVERAGES - BREWERS,346
BORN,CHINA NEW BORUN CORPORATION,NYQ,BEVERAGES - BREWERS,346
NY7.F,MOLSON COORS-B NVTG,FRA,BEVERAGES - BREWERS,346
BEZ3.HA,BERENTZEN VZ,HAN,BEVERAGES - BREWERS,346
RB.V,RUSSELL BREWERIES INC.,VAN,BEVERAGES - BREWERS,346
CCU,COMPANIA CERVECERIAS UNIDAS S.A.,NYQ,BEVERAGES - BREWERS,346
SOMDIST.BO,SOM DISTILLERIES & BREWERIES LTD,,BEVERAGES - BREWERS,346
LPE.SG,LAURENT PERRIER,STU,BEVERAGES - BREWERS,346
UBL.NS,UNITED BREWERIES LIMITED,NSI,BEVERAGES - BREWERS,346
FMX,"FOMENTO ECONÓMICO MEXICANO, S.A.B DE C.V
",NYQ,BEVERAGES - BREWERS,346
BREW,"CRAFT BREW ALLIANCE, INC.",NMS,BEVERAGES - BREWERS,346
SAB.L,SABMILLER PLC,LSE,BEVERAGES - BREWERS,346
FEMSAUBD.MX,"FOMENTO ECONÓMICO MEXICANO, S.A.B DE C.V
",MEX,BEVERAGES - SOFT DRINKS,348
JSDA,JONES SODA CO.,PNK,BEVERAGES - SOFT DRINKS,348
BVIC.L,BRITVIC PLC,LSE,BEVERAGES - SOFT DRINKS,348
CCE,COCA-COLA ENTERPRISES INC.,NYQ,BEVERAGES - SOFT DRINKS,348
CRVP,"CRYSTAL ROCK HOLDINGS, INC.",ASE,BEVERAGES - SOFT DRINKS,348
MOJO,"MOJO ORGANICS, INC",PNK,BEVERAGES - SOFT DRINKS,348
0345.HK,VITASOY INTERNATIONAL HOLDINGS LIMITED,HKG,BEVERAGES - SOFT DRINKS,348
LBIX,LEADING BRANDS INC.,NCM,BEVERAGES - SOFT DRINKS,348
SODA,SODASTREAM INTERNATIONAL LTD.,NMS,BEVERAGES - SOFT DRINKS,348
KOFM.BA,COCA-COLA FEMSA S.A.B DE C.V.,BUE,BEVERAGES - SOFT DRINKS,348
AKO-A,EMBOTELLADORA ANDINA S.A.,NYQ,BEVERAGES - SOFT DRINKS,348
CELH,"CELSIUS HOLDINGS, INC.",PNK,BEVERAGES - SOFT DRINKS,348
SLNR,SEALAND NATURAL RESOURCES INC.,OBB,BEVERAGES - SOFT DRINKS,348
PEP,"PEPSICO, INC.",NYQ,BEVERAGES - SOFT DRINKS,348
COT,COTT CORPORATION,NYQ,BEVERAGES - SOFT DRINKS,348
UPNT,UPLIFT NUTRITION INC,OBB,BEVERAGES - SOFT DRINKS,348
KRED,KONARED CORPORATION,PNK,BEVERAGES - SOFT DRINKS,348
MNST,MONSTER BEVERAGE CORPORATION,NMS,BEVERAGES - SOFT DRINKS,348
LAS-A.TO,LASSONDE INDUSTRIES INC.,TOR,BEVERAGES - SOFT DRINKS,348
KO.MX,THE COCA-COLA COMPANY,MEX,BEVERAGES - SOFT DRINKS,348
WTER,THE ALKALINE WATER COMPANY INC.,PNK,BEVERAGES - SOFT DRINKS,348
NLEF,"NEW LEAF BRANDS, INC.",PNK,BEVERAGES - SOFT DRINKS,348
KOF,COCA-COLA FEMSA S.A.B DE C.V.,NYQ,BEVERAGES - SOFT DRINKS,348
KO,THE COCA-COLA COMPANY,NYQ,BEVERAGES - SOFT DRINKS,348
REED,"REEDS, INC.",ASE,BEVERAGES - SOFT DRINKS,348
ELDO,ELDORADO ARTESIAN SPRINGS INC.,PNK,BEVERAGES - SOFT DRINKS,348
COKE,COCA-COLA BOTTLING CO. CONSOLIDATED,NMS,BEVERAGES - SOFT DRINKS,348
DRNK,"NOHO, INC.",OBB,BEVERAGES - SOFT DRINKS,348
BRFH,BARFRESH FOOD GROUP INC,PNK,BEVERAGES - SOFT DRINKS,348
PEP.F,PEPSICO,FRA,BEVERAGES - SOFT DRINKS,348
FIZZ,NATIONAL BEVERAGE CORP.,NMS,BEVERAGES - SOFT DRINKS,348
SPU,"SKYPEOPLE FRUIT JUICE, INC.",NGM,BEVERAGES - SOFT DRINKS,348
FBEC,"FRONTIER BEVERAGE COMPANY, INC",PNK,BEVERAGES - SOFT DRINKS,348
PRMW,PRIMO WATER CORPORATION,NGM,BEVERAGES - SOFT DRINKS,348
PEP.MX,"PEPSICO, INC.",MEX,BEVERAGES - SOFT DRINKS,348
KO.BA,THE COCA-COLA COMPANY,BUE,BEVERAGES - SOFT DRINKS,348
JWI.NZ,JUST WATER INTERNATIONAL LIMITED,NZE,BEVERAGES - SOFT DRINKS,348
DPS,"DR PEPPER SNAPPLE GROUP, INC.",NYQ,BEVERAGES - SOFT DRINKS,348
AKO-B,EMBOTELLADORA ANDINA S.A.,NYQ,BEVERAGES - SOFT DRINKS,348
DEO,DIAGEO PLC,NYQ,BEVERAGES - WINERIES & DISTILLERS,347
DGE.L,DIAGEO PLC,LSE,BEVERAGES - WINERIES & DISTILLERS,347
DWS.V,DIAMOND ESTATES WINES & SPIRITS INC.,VAN,BEVERAGES - WINERIES & DISTILLERS,347
STZ,CONSTELLATION BRANDS INC.,NYQ,BEVERAGES - WINERIES & DISTILLERS,347
Y92.SI,THAI BEVERAGE PUBLIC COMPANY LIMITED,SES,BEVERAGES - WINERIES & DISTILLERS,347
WVVI,WILLAMETTE VALLEY VINEYARDS INC.,NCM,BEVERAGES - WINERIES & DISTILLERS,347
RI.PA,PERNOD-RICARD SA,PAR,BEVERAGES - WINERIES & DISTILLERS,347
ESDI,"EASTSIDE DISTILLING, INC.",OBB,BEVERAGES - WINERIES & DISTILLERS,347
GJ8.SI,DUKANG DISTILLERS HOLDINGS LIMITED,SES,BEVERAGES - WINERIES & DISTILLERS,347
HAW.DE,HAWESKO HOLDING AG,GER,BEVERAGES - WINERIES & DISTILLERS,347
TWE.AX,TREASURY WINE ESTATES LIMITED,ASX,BEVERAGES - WINERIES & DISTILLERS,347
ADW-B.TO,ANDREW PELLER LIMITED,TOR,BEVERAGES - WINERIES & DISTILLERS,347
CTE.F,CHINA TONTINE WINES,FRA,BEVERAGES - WINERIES & DISTILLERS,347
BF5B.BE,BROWN NON VTG-B,BER,BEVERAGES - WINERIES & DISTILLERS,347
0886.HK,SILVER BASE,HKG,BEVERAGES - WINERIES & DISTILLERS,347
GKL.V,GLOBAL KEY INVESTMENT LIMITED,VAN,BEVERAGES - WINERIES & DISTILLERS,347
RMC.F,REMY COINTREAU,FRA,BEVERAGES - WINERIES & DISTILLERS,347
SWA.MU,SEKT WACHENHEIM,MUN,BEVERAGES - WINERIES & DISTILLERS,347
ROX,CASTLE BRANDS INC.,ASE,BEVERAGES - WINERIES & DISTILLERS,347
RCO.PA,"RÉMY COINTREAU SA
",PAR,BEVERAGES - WINERIES & DISTILLERS,347
THST,"TRUETT-HURST, INC.",NCM,BEVERAGES - WINERIES & DISTILLERS,347
TQLA,"MONTALVO SPIRITS, INC.",PNK,BEVERAGES - WINERIES & DISTILLERS,347
BF-B,BROWN-FORMAN CORPORATION,NYQ,BEVERAGES - WINERIES & DISTILLERS,347
HAW.SG,HAWESKO HOLDING,STU,BEVERAGES - WINERIES & DISTILLERS,347
AVG.AX,AUSTRALIAN VINTAGE LIMITED.,ASX,BEVERAGES - WINERIES & DISTILLERS,347
KHODAY.BO,KHODAY INDIA LIMITED,BSE,BEVERAGES - WINERIES & DISTILLERS,347
DKAM,"DRINKS AMERICAS HOLDINGS, LTD.",PNK,BEVERAGES - WINERIES & DISTILLERS,347
INO,"INOVIO PHARMACEUTICALS, INC.",NMS,BIOTECHNOLOGY,515
MRNA,"MARINA BIOTECH, INC.",PNK,BIOTECHNOLOGY,515
DPRX,"DIPEXIUM PHARMACEUTICALS, INC.",NCM,BIOTECHNOLOGY,515
TKAI,"TOKAI PHARMACEUTICALS, INC.",NGM,BIOTECHNOLOGY,515
XNCR,"XENCOR, INC.",NGM,BIOTECHNOLOGY,515
COT.V,CRITICAL OUTCOME TECHNOLOGIES INC.,VAN,BIOTECHNOLOGY,515
ALNY,"ALNYLAM PHARMACEUTICALS, INC.",NMS,BIOTECHNOLOGY,515
PPHM,"PEREGRINE PHARMACEUTICALS, INC.",NCM,BIOTECHNOLOGY,515
OVAS,"OVASCIENCE, INC.",NGM,BIOTECHNOLOGY,515
APC.V,ADVANCED PROTEOME THERAPEUTICS CORPORATION,VAN,BIOTECHNOLOGY,515
BTX,"BIOTIME, INC.",ASE,BIOTECHNOLOGY,515
IMDZ,IMMUNE DESIGN CORP.,NGM,BIOTECHNOLOGY,515
ACOR,"ACORDA THERAPEUTICS, INC.",NMS,BIOTECHNOLOGY,515
EMIS,"EMISPHERE TECHNOLOGIES, INC.",OBB,BIOTECHNOLOGY,515
QLT.TO,QLT INC.,TOR,BIOTECHNOLOGY,515
NBY,"NOVABAY PHARMACEUTICALS, INC.",ASE,BIOTECHNOLOGY,515
OPHT,OPHTHOTECH CORPORATION,NMS,BIOTECHNOLOGY,515
PETX,"ARATANA THERAPEUTICS, INC.",NGM,BIOTECHNOLOGY,515
GERN,GERON CORPORATION,NMS,BIOTECHNOLOGY,515
ICEL,"CELLULAR DYNAMICS INTERNATIONAL, INC.",NGM,BIOTECHNOLOGY,515
HEB,"HEMISPHERX BIOPHARMA, INC.",ASE,BIOTECHNOLOGY,515
PIP,"PHARMATHENE, INC.",ASE,BIOTECHNOLOGY,515
FOMX,FOAMIX PHARMACEUTICALS LTD.,NGM,BIOTECHNOLOGY,515
MRNS,"MARINUS PHARMACEUTICALS, INC.",NGM,BIOTECHNOLOGY,515
RHO6.DE,ROCHE HOLDING AG,GER,BIOTECHNOLOGY,515
KLH.V,"STELLAR BIOTECHNOLOGIES, INC.",VAN,BIOTECHNOLOGY,515
ZFGN,"ZAFGEN, INC.",NMS,BIOTECHNOLOGY,515
ZEL.F,ZELTIA,FRA,BIOTECHNOLOGY,515
CTIX,CELLCEUTIX CORPORATION,PNK,BIOTECHNOLOGY,515
FATE,"FATE THERAPEUTICS, INC.",NGM,BIOTECHNOLOGY,515
IDRA,"IDERA PHARMACEUTICALS, INC.",NCM,BIOTECHNOLOGY,515
ARWR,ARROWHEAD RESEARCH CORP.,NMS,BIOTECHNOLOGY,515
PLI.TO,PROMETIC LIFE SCIENCES INC.,TOR,BIOTECHNOLOGY,515
ABIO,"ARCA BIOPHARMA, INC.",NCM,BIOTECHNOLOGY,515
ECYT,"ENDOCYTE, INC.",NMS,BIOTECHNOLOGY,515
GBIM,GLOBEIMMUNE INC.,NCM,BIOTECHNOLOGY,515
NTB.TO,"NEPTUNE TECHNOLOGIES & BIORESSOURCES, INC.",TOR,BIOTECHNOLOGY,515
ATNM,"ACTINIUM PHARMACEUTICALS, INC.",ASE,BIOTECHNOLOGY,515
APDN,APPLIED DNA SCIENCES INC.,NCM,BIOTECHNOLOGY,515
ENUM,"ENUMERAL BIOMEDICAL HOLDINGS, INC.",OBB,BIOTECHNOLOGY,515
RELV,"RELIV INTERNATIONAL, INC.",NMS,BIOTECHNOLOGY,515
PRTK,"PARATEK PHARMACEUTICALS, INC.",NGM,BIOTECHNOLOGY,515
PCYC,PHARMACYCLICS INC.,NMS,BIOTECHNOLOGY,515
PDLI,"PDL BIOPHARMA, INC.",NMS,BIOTECHNOLOGY,515
CMRX,"CHIMERIX, INC.",NGM,BIOTECHNOLOGY,515
TTHI,TRANSITION THERAPEUTICS INC.,NGM,BIOTECHNOLOGY,515
CORT,CORCEPT THERAPEUTICS INCORPORATED,NCM,BIOTECHNOLOGY,515
DY8.MU,DYAX ,MUN,BIOTECHNOLOGY,515
OXB.L,OXFORD BIOMEDICA PLC,LSE,BIOTECHNOLOGY,515
CRXM,TAXUCARDIUM PHARMACEUTICALS GROUP INC.,PNK,BIOTECHNOLOGY,515
AEZ.TO,AETERNA ZENTARIS INC.,TOR,BIOTECHNOLOGY,515
HMGN,HEMAGEN DIAGNOSTICS INC.,PNK,BIOTECHNOLOGY,515
AST,"ASTERIAS BIOTHERAPEUTICS, INC.",ASE,BIOTECHNOLOGY,515
OGEN,ORAGENICS INC.,ASE,BIOTECHNOLOGY,515
CAPS,CAPSTONE THERAPEUTICS CORP.,PNK,BIOTECHNOLOGY,515
TH.TO,THERATECHNOLOGIES INC.,TOR,BIOTECHNOLOGY,515
BIIB,BIOGEN IDEC INC.,NMS,BIOTECHNOLOGY,515
IMMY,"IMPRIMIS PHARMACEUTICALS, INC.",NCM,BIOTECHNOLOGY,515
PARD,"PONIARD PHARMACEUTICALS, INC.",PNK,BIOTECHNOLOGY,515
VNDA,"VANDA PHARMACEUTICALS, INC.",NGM,BIOTECHNOLOGY,515
VSTM,"VERASTEM, INC.",NGM,BIOTECHNOLOGY,515
OMED,"ONCOMED PHARMACEUTICALS, INC.",NMS,BIOTECHNOLOGY,515
CTIC.MI,CTI BIOPHARMA CORP.,MIL,BIOTECHNOLOGY,515
CYTR,CYTRX CORPORATION,NCM,BIOTECHNOLOGY,515
IMUC,"IMMUNOCELLULAR THERAPEUTICS, LTD.",ASE,BIOTECHNOLOGY,515
ZSB.SG,SIRONA BIOCHEM,STU,BIOTECHNOLOGY,515
TPIV,"TAPIMMUNE, INC.",PNK,BIOTECHNOLOGY,515
GE9.SG,GENMAB,STU,BIOTECHNOLOGY,515
36V.F,VITALITY PRODUCTS,FRA,BIOTECHNOLOGY,515
TNG.PA,TRANSGENE SA,PAR,BIOTECHNOLOGY,515
REPH,"RECRO PHARMA, INC.",NCM,BIOTECHNOLOGY,515
NBS,"NEOSTEM, INC.",NCM,BIOTECHNOLOGY,515
XMPA.MU,CYTORI THERAPEUTICS,MUN,BIOTECHNOLOGY,515
VPI.V,VITALITY PRODUCTS INC.,VAN,BIOTECHNOLOGY,515
RCAR,"RENOVACARE, INC.",OBB,BIOTECHNOLOGY,515
ISLT,"ISLET SCIENCES, INC.",PNK,BIOTECHNOLOGY,515
XENE,XENON PHARMACEUTICALS INC.,NGM,BIOTECHNOLOGY,515
ORPN,BIO BLAST PHARMA LTD.,NGM,BIOTECHNOLOGY,515
ARNA,"ARENA PHARMACEUTICALS, INC.",NMS,BIOTECHNOLOGY,515
XOMA,XOMA CORPORATION,NGM,BIOTECHNOLOGY,515
VTAE,"VITAE PHARMACEUTICALS, INC.",NGM,BIOTECHNOLOGY,515
CBST,CUBIST PHARMACEUTICALS INC.,NMS,BIOTECHNOLOGY,515
ZIOP,"ZIOPHARM ONCOLOGY, INC.",NCM,BIOTECHNOLOGY,515
MGN.MU,MOLOGEN,MUN,BIOTECHNOLOGY,515
AVXL,ANAVEX LIFE SCIENCES CORP.,PNK,BIOTECHNOLOGY,515
VCEL,VERICEL CORPORATION,NCM,BIOTECHNOLOGY,515
NSTG,"NANOSTRING TECHNOLOGIES, INC.",NGM,BIOTECHNOLOGY,515
SNSS,"SUNESIS PHARMACEUTICALS, INC.",NCM,BIOTECHNOLOGY,515
NNF1.SG,MANNKIND,STU,BIOTECHNOLOGY,515
KITE,"KITE PHARMA, INC.",NMS,BIOTECHNOLOGY,515
YTS.SG,CYTOS BIOTECHNOLO N,STU,BIOTECHNOLOGY,515
RNN,"REXAHN PHARMACEUTICALS, INC.",ASE,BIOTECHNOLOGY,515
RCHA,"RICH PHARMACEUTICALS, INC.",OBB,BIOTECHNOLOGY,515
QLTI,QLT INC.,NMS,BIOTECHNOLOGY,515
FOLD,"AMICUS THERAPEUTICS, INC.",NGM,BIOTECHNOLOGY,515
PANG,"PANACEA GLOBAL, INC.",PNK,BIOTECHNOLOGY,515
RGEN,REPLIGEN CORPORATION,NMS,BIOTECHNOLOGY,515
BMRN,BIOMARIN PHARMACEUTICAL INC.,NMS,BIOTECHNOLOGY,515
ALXN,"ALEXION PHARMACEUTICALS, INC.",NMS,BIOTECHNOLOGY,515
RPRX,REPROS THERAPEUTICS INC.,NCM,BIOTECHNOLOGY,515
WL6.SG,WILEX,STU,BIOTECHNOLOGY,515
HDVY,HEALTH DISCOVERY CORPORATION,PNK,BIOTECHNOLOGY,515
GNCA,"GENOCEA BIOSCIENCES, INC.",NGM,BIOTECHNOLOGY,515
RGIN,"REGENICIN, INC.",PNK,BIOTECHNOLOGY,515
ZSB.F,SIRONA BIOCHEM,FRA,BIOTECHNOLOGY,515
NDRM,NEURODERM LTD.,NGM,BIOTECHNOLOGY,515
AGEN,AGENUS INC.,NCM,BIOTECHNOLOGY,515
IMGN,"IMMUNOGEN, INC.",NMS,BIOTECHNOLOGY,515
CLTX,CELSUS THERAPEUTICS PLC,NCM,BIOTECHNOLOGY,515
RGLS,REGULUS THERAPEUTICS INC.,NGM,BIOTECHNOLOGY,515
FPRX,"FIVE PRIME THERAPEUTICS, INC.",NMS,BIOTECHNOLOGY,515
VCC.BE,VICAL,BER,BIOTECHNOLOGY,515
PBMD,PRIMA BIOMED LTD.,NGM,BIOTECHNOLOGY,515
ANIK,ANIKA THERAPEUTICS INC.,NMS,BIOTECHNOLOGY,515
WEK.BE,ZIOPHARM ONCOLOGY,BER,BIOTECHNOLOGY,515
VODG,"VITRO DIAGNOSTICS, INC.",PNK,BIOTECHNOLOGY,515
GNVC,"GENVEC, INC.",NCM,BIOTECHNOLOGY,515
CTIC,CTI BIOPHARMA CORP.,NCM,BIOTECHNOLOGY,515
S7E.DU,SHIRE,DUS,BIOTECHNOLOGY,515
VPA.F,AVEO PHARMA,FRA,BIOTECHNOLOGY,515
ZVA.BE,CELLECTIS,BER,BIOTECHNOLOGY,515
LPTN,LPATH INC.,NCM,BIOTECHNOLOGY,515
EGLT,EGALET CORPORATION,NGM,BIOTECHNOLOGY,515
ADXS,"ADVAXIS, INC.",NCM,BIOTECHNOLOGY,515
CGEN,COMPUGEN LTD.,NGM,BIOTECHNOLOGY,515
XMPA.BE,CYTORI THERAPEUTICS,BER,BIOTECHNOLOGY,515
PLX,"PROTALIX BIOTHERAPEUTICS, INC.",ASE,BIOTECHNOLOGY,515
STML,"STEMLINE THERAPEUTICS, INC.",NCM,BIOTECHNOLOGY,515
OPLI,OPHTHALIX INC.,PNK,BIOTECHNOLOGY,515
TSRO,"TESARO, INC.",NMS,BIOTECHNOLOGY,515
DYF.F,DYNAVAX TECH,FRA,BIOTECHNOLOGY,515
B8F.DE,BIOFRONTERA AG,GER,BIOTECHNOLOGY,515
YDO.SG,SYNTA PHARMACEUTIC,STU,BIOTECHNOLOGY,515
CVM,CEL-SCI CORPORATION,ASE,BIOTECHNOLOGY,515
SNTA,SYNTA PHARMACEUTICALS CORP.,NGM,BIOTECHNOLOGY,515
JAZZ,JAZZ PHARMACEUTICALS PUBLIC LIMITED COMPANY,NMS,BIOTECHNOLOGY,515
KDUS,CADUS CORP.,OBB,BIOTECHNOLOGY,515
LOXO,"LOXO ONCOLOGY, INC.",NGM,BIOTECHNOLOGY,515
AYJ.F,VALNEVA ,FRA,BIOTECHNOLOGY,515
TBPH,"THERAVANCE BIOPHARMA, INC.",NGM,BIOTECHNOLOGY,515
FWP,FORWARD PHARMA A/S,NMS,BIOTECHNOLOGY,515
MDG1.F,MEDIGENE N,FRA,BIOTECHNOLOGY,515
WL6.DE,WILEX AG,GER,BIOTECHNOLOGY,515
CCXI,"CHEMOCENTRYX, INC.",NMS,BIOTECHNOLOGY,515
EPRS,"EPIRUS BIOPHARMACEUTICALS, INC.",NCM,BIOTECHNOLOGY,515
NVAX,"NOVAVAX, INC.",NMS,BIOTECHNOLOGY,515
AFMD,AFFIMED N.V.,NGM,BIOTECHNOLOGY,515
V3V.SG,VITA 34 N,STU,BIOTECHNOLOGY,515
XLRN,"ACCELERON PHARMA, INC.",NGM,BIOTECHNOLOGY,515
ORMP,ORAMED PHARMACEUTICALS INC.,NCM,BIOTECHNOLOGY,515
NNF1.BE,MANNKIND,BER,BIOTECHNOLOGY,515
CANF,CAN-FITE BIOPHARMA LTD.,ASE,BIOTECHNOLOGY,515
PFNX,PFENEX INC.,ASE,BIOTECHNOLOGY,515
BSTC,BIOSPECIFICS TECHNOLOGIES CORP.,NGM,BIOTECHNOLOGY,515
BCLI,BRAINSTORM CELL THERAPEUTICS INC.,NCM,BIOTECHNOLOGY,515
TYCHE.BO,TYCHE INDUSTRIES LTD,BSE,BIOTECHNOLOGY,515
ENTA,"ENANTA PHARMACEUTICALS, INC.",NMS,BIOTECHNOLOGY,515
RTGN,"RUTHIGEN, INC.",NCM,BIOTECHNOLOGY,515
MACK,"MERRIMACK PHARMACEUTICALS, INC.",NGM,BIOTECHNOLOGY,515
XMPA.F,CYTORI THERAPEUTICS,FRA,BIOTECHNOLOGY,515
TROV,"TROVAGENE, INC.",NCM,BIOTECHNOLOGY,515
REGN,"REGENERON PHARMACEUTICALS, INC.",NMS,BIOTECHNOLOGY,515
NERV,"MINERVA NEUROSCIENCES, INC.
",NGM,BIOTECHNOLOGY,515
TTNP,TITAN PHARMACEUTICALS INC.,OBB,BIOTECHNOLOGY,515
QLT.SG,QLT ,STU,BIOTECHNOLOGY,515
NSP.AX,NUSEP HOLDINGS LTD,ASX,BIOTECHNOLOGY,515
MPH.V,MEDICURE INC.,VAN,BIOTECHNOLOGY,515
ARIA,ARIAD PHARMACEUTICALS INC.,NMS,BIOTECHNOLOGY,515
VCYT,"VERACYTE, INC.",NGM,BIOTECHNOLOGY,515
GEVA,SYNAGEVA BIOPHARMA CORP.,NMS,BIOTECHNOLOGY,515
ONBI,ONE BIO CORP.,PNK,BIOTECHNOLOGY,515
OMMH,"OMNIMMUNE HOLDINGS, INC.",PNK,BIOTECHNOLOGY,515
GILD,GILEAD SCIENCES INC.,NMS,BIOTECHNOLOGY,515
SRX.AX,SIRTEX MEDICAL LIMITED,ASX,BIOTECHNOLOGY,515
RGDO,"REGADO BIOSCIENCES, INC.",NCM,BIOTECHNOLOGY,515
EXAS,EXACT SCIENCES CORPORATION,NCM,BIOTECHNOLOGY,515
YB4N.SG,MAST THERAP,STU,BIOTECHNOLOGY,515
DERM,"DERMIRA, INC.",NMS,BIOTECHNOLOGY,515
OMER,OMEROS CORPORATION,NGM,BIOTECHNOLOGY,515
IG,"IGI, LABORATORIES, INC.",ASE,BIOTECHNOLOGY,515
SRNE,"SORRENTO THERAPEUTICS, INC.",NCM,BIOTECHNOLOGY,515
PDP.V,PEDIAPHARM INC.,VAN,BIOTECHNOLOGY,515
CLVS,"CLOVIS ONCOLOGY, INC.",NMS,BIOTECHNOLOGY,515
NAVB,"NAVIDEA BIOPHARMACEUTICALS, INC",ASE,BIOTECHNOLOGY,515
OCUL,"OCULAR THERAPEUTIX, INC.",NGM,BIOTECHNOLOGY,515
SQNM,SEQUENOM INC.,NMS,BIOTECHNOLOGY,515
BPMX,BIOPHARMX CORPORATION,OBB,BIOTECHNOLOGY,515
LJPC,LA JOLLA PHARMACEUTICAL CO.,NCM,BIOTECHNOLOGY,515
ALDR,ALDER BIOPHARMACEUTICALS INC.,NGM,BIOTECHNOLOGY,515
TKM.TO,TEKMIRA PHARMACEUTICALS CORPORATION,TOR,BIOTECHNOLOGY,515
OSIR,"OSIRIS THERAPEUTICS, INC.",NGM,BIOTECHNOLOGY,515
ZSB.BE,SIRONA BIOCHEM,BER,BIOTECHNOLOGY,515
BTHE,"BOSTON THERAPEUTICS, INC.",OBB,BIOTECHNOLOGY,515
KERX,KERYX BIOPHARMACEUTICALS INC.,NCM,BIOTECHNOLOGY,515
ONTX,"ONCONOVA THERAPEUTICS, INC.",NMS,BIOTECHNOLOGY,515
AGTC,APPLIED GENETIC TECHNOLOGIES CORPORATION,NGM,BIOTECHNOLOGY,515
CBLI,"CLEVELAND BIOLABS, INC.",NCM,BIOTECHNOLOGY,515
DYAX,DYAX CORP.,NGM,BIOTECHNOLOGY,515
XBX.BE,CAMBREX CORP,BER,BIOTECHNOLOGY,515
OGXI,"ONCOGENEX PHARMACEUTICALS, INC.",NCM,BIOTECHNOLOGY,515
RNA,PROSENSA HOLDING N.V.,NMS,BIOTECHNOLOGY,515
SGMO,SANGAMO BIOSCIENCES INC.,NMS,BIOTECHNOLOGY,515
IBIO,"IBIO, INC.",ASE,BIOTECHNOLOGY,515
RXII,RXI PHARMACEUTICALS CORPORATION,NCM,BIOTECHNOLOGY,515
MDWD,MEDIWOUND LTD.,NGM,BIOTECHNOLOGY,515
GALE,"GALENA BIOPHARMA, INC.",NCM,BIOTECHNOLOGY,515
AKAO,"ACHAOGEN, INC.",NGM,BIOTECHNOLOGY,515
TIG.BR,TIGENIX N.V.,BRU,BIOTECHNOLOGY,515
MLM.MI,MOLMED S.P.A.,MIL,BIOTECHNOLOGY,515
XON,INTREXON CORPORATION,NYQ,BIOTECHNOLOGY,515
MNOV,MEDICINOVA INC.,NGM,BIOTECHNOLOGY,515
LGND,LIGAND PHARMACEUTICALS INCORPORATED,NGM,BIOTECHNOLOGY,515
CNCE,"CONCERT PHARMACEUTICALS, INC.",NGM,BIOTECHNOLOGY,515
TENX,"TENAX THERAPEUTICS, INC.",NCM,BIOTECHNOLOGY,515
SPL.AX,STARPHARMA HOLDINGS LIMITED,ASX,BIOTECHNOLOGY,515
QURE,UNIQURE N.V.,NMS,BIOTECHNOLOGY,515
VSTA,"VISTAGEN THERAPEUTICS, INC.",PNK,BIOTECHNOLOGY,515
DGJI,DRAGON JADE INTERNATIONAL LTD.,OBB,BIOTECHNOLOGY,515
CNWK.F,CO.DON,FRA,BIOTECHNOLOGY,515
GOVX,"GEOVAX LABS, INC.",PNK,BIOTECHNOLOGY,515
CASI,"CASI PHARMACEUTICALS, INC.",NCM,BIOTECHNOLOGY,515
CALA,"CALITHERA BIOSCIENCES, INC.",NMS,BIOTECHNOLOGY,515
KIN,"KINDRED BIOSCIENCES, INC.",NCM,BIOTECHNOLOGY,515
LXRX,"LEXICON PHARMACEUTICALS, INC.",NMS,BIOTECHNOLOGY,515
ENZN,ENZON PHARMACEUTICALS INC.,NCM,BIOTECHNOLOGY,515
ACAD,ACADIA PHARMACEUTICALS INC.,NMS,BIOTECHNOLOGY,515
VX1.BE,VERTEX PHARMACEUTIC,BER,BIOTECHNOLOGY,515
MFS.V,MEDIFOCUS INC.,VAN,BIOTECHNOLOGY,515
PRQR,PROQR THERAPEUTICS N.V.,NGM,BIOTECHNOLOGY,515
BCRX,"BIOCRYST PHARMACEUTICALS, INC.",NMS,BIOTECHNOLOGY,515
EPZM,"EPIZYME, INC.",NMS,BIOTECHNOLOGY,515
